iter	Logloss
0	0.1816342333
1	0.03893703728
2	0.01137498749
3	0.004874906154
4	0.002934805279
5	0.002295828879
6	0.002063308549
7	0.00193423874
8	0.001839103488
9	0.001778790625
10	0.001755850706
11	0.00172994951
12	0.001692076268
13	0.001661182405
14	0.001639753555
15	0.001612408502
16	0.001594259952
17	0.00158329495
18	0.001573411171
19	0.001573239706
20	0.0015634054
21	0.0015634054
22	0.001556575086
23	0.001556617943
24	0.001543792266
25	0.001541896532
26	0.00154194485
27	0.001517881122
28	0.001506224144
29	0.001506224144
30	0.001496210391
31	0.001496031806
32	0.001496071212
33	0.001484802396
34	0.001484769929
35	0.00148472343
36	0.00148472343
37	0.001484679596
38	0.001475814653
39	0.001475852652
40	0.001475770763
41	0.001475707398
42	0.001455709406
43	0.001455746308
44	0.001444501178
45	0.001444501178
46	0.001444545085
47	0.001444468919
48	0.001444436824
49	0.001437601882
50	0.001437648667
51	0.001437623883
52	0.001431234202
53	0.001431208541
54	0.001423907001
55	0.001423919347
56	0.001423941235
57	0.001423941235
58	0.001423904883
59	0.001423930461
60	0.001423873706
61	0.001423873706
62	0.001418720728
63	0.001415258995
64	0.001415290783
65	0.00141522064
66	0.001405386931
67	0.00140538534
68	0.00140543955
69	0.001405415024
70	0.001405387096
71	0.001405387096
72	0.001405342474
73	0.001405337256
74	0.001405363197
75	0.001405363197
76	0.001405363197
77	0.001405380369
78	0.001405380369
79	0.001405380369
80	0.001405371401
81	0.001405349869
82	0.001405354855
83	0.001405345083
84	0.001405334637
85	0.001405330827
86	0.001405322841
87	0.001403723538
88	0.001403726167
89	0.001403463147
90	0.001403463147
91	0.001403463147
92	0.001403463147
93	0.001403463147
94	0.001403463147
95	0.001403463147
96	0.001403463147
97	0.001403463147
98	0.001403457532
99	0.001403457532
100	0.001403457532
101	0.001403457532
102	0.001403457532
103	0.001403457532
104	0.001403457532
105	0.001403457532
106	0.001403457532
107	0.001403457532
108	0.001403457532
109	0.001403457532
110	0.001403457532
111	0.001403457532
112	0.001403457532
113	0.001403457532
114	0.001403457532
115	0.001403457532
116	0.001403457532
117	0.001403457532
118	0.001403457532
119	0.001403457532
120	0.001403457532
121	0.001403457532
122	0.001403457532
123	0.001403457532
124	0.001403457532
125	0.001403457532
126	0.001403457532
127	0.001403457532
128	0.001403457532
129	0.001403457532
130	0.001403457532
131	0.001403457532
132	0.001403457532
133	0.001403457532
134	0.001403457532
135	0.001403457532
136	0.001403457532
137	0.001403457532
138	0.001403457532
139	0.001403457532
140	0.001403457532
141	0.001403457532
142	0.001403457532
143	0.001403457532
144	0.001403457532
145	0.001403457532
146	0.001403457532
147	0.001403457532
148	0.001403457532
149	0.001403457532
150	0.001403457532
151	0.001403457532
152	0.001403457532
153	0.001403457532
154	0.001403457532
155	0.001403457532
156	0.001403457532
157	0.001403457532
158	0.001403457532
159	0.001403457532
160	0.001403457532
161	0.001403457532
162	0.001403457532
163	0.001403457532
164	0.001403457532
165	0.001403457532
166	0.001403457532
167	0.001403457532
168	0.001403457532
169	0.001403457532
170	0.001403457532
171	0.001403457532
172	0.001403457532
173	0.001403457532
174	0.001403457532
175	0.001403457532
176	0.001403457532
177	0.001403457532
178	0.001403457532
179	0.001403457532
180	0.001403457532
181	0.001403457532
182	0.001403457532
183	0.001403457532
184	0.001403457532
185	0.001403457532
186	0.001403457532
187	0.001403457532
188	0.001403457532
189	0.001403457532
190	0.001403457532
191	0.001403457532
192	0.001403457532
193	0.001403457532
194	0.001403457532
195	0.001403457532
196	0.001403457532
197	0.001403457532
198	0.001403457532
199	0.001403457532
200	0.001403457532
201	0.001403457532
202	0.001403457532
203	0.001403457532
204	0.001403457532
205	0.001403457532
206	0.001403457532
207	0.001403457532
208	0.001403457532
209	0.001403457532
210	0.001403457532
211	0.001403457532
212	0.001403457532
213	0.001403457532
214	0.001403457532
215	0.001403457532
216	0.001403457532
217	0.001403457532
218	0.001403457532
219	0.001403457532
220	0.001403457532
221	0.001403457532
222	0.001403457532
223	0.001403457532
224	0.001403457532
225	0.001403457532
226	0.001403457532
227	0.001403457532
228	0.001403457532
229	0.001403457532
230	0.001403457532
231	0.001403457532
232	0.001403457532
233	0.001403457532
234	0.001403457532
235	0.001403457532
236	0.001403457532
237	0.001403457532
238	0.001403457532
239	0.001403457532
240	0.001403457532
241	0.001403457532
242	0.001403457532
243	0.001403457532
244	0.001403457532
245	0.001403457532
246	0.001403457532
247	0.001403457532
248	0.001403457532
249	0.001403457532
250	0.001403457532
251	0.001403457532
252	0.001403457532
253	0.001403457532
254	0.001403457532
255	0.001403457532
256	0.001403457532
257	0.001403457532
258	0.001403457532
259	0.001403457532
260	0.001403457532
261	0.001403457532
262	0.001403457532
263	0.001403457532
264	0.001403457532
265	0.001403457532
266	0.001403457532
267	0.001403457532
268	0.001403457532
269	0.001403457532
